path,annotator,value,emotion
07437,human-6,True,Hopelessness
07438,human-1,True,Hope/Enthusiasm/Optimism
07438,human-3,False,Hopelessness
07438,human-4,True,Hope/Enthusiasm/Optimism
07438,human-6,True,Hope/Enthusiasm/Optimism
07439,human-1,True,Amusement
07439,human-3,False,Distress
07439,human-4,True,Amusement
07439,human-6,True,Amusement
07440,human-4,True,Emotional Numbness
07440,human-6,False,Emotional Numbness
07440,human-7,False,Interest
07441,human-4,False,Pain
07441,human-7,False,Relief
07442,human-4,False,Jealousy & Envy
07442,human-5,False,Thankfulness/Gratitude
07443,human-1,True,Hopelessness
07443,human-3,False,Hope/Enthusiasm/Optimism
07443,human-4,True,Hopelessness
07443,human-6,True,Hopelessness
07444,human-3,False,Confusion
07444,human-4,False,Contemplation
07445,human-1,True,Contempt
07445,human-3,False,Awe
07445,human-4,True,Contempt
07445,human-6,True,Contempt
07446,human-1,True,Contempt
07446,human-4,True,Contempt
07446,human-4,False,Awe
07446,human-6,True,Contempt
07447,human-1,True,Pleasure/Ecstasy
07447,human-3,False,Fear
07447,human-4,True,Pleasure/Ecstasy
07447,human-6,True,Pleasure/Ecstasy
07448,human-1,True,Pleasure/Ecstasy
07448,human-3,False,Fear
07448,human-4,True,Pleasure/Ecstasy
07448,human-6,True,Pleasure/Ecstasy
07449,human-1,True,Contentment
07449,human-3,False,Anger
07449,human-4,True,Contentment
07449,human-6,True,Contentment
07450,human-1,True,Pride
07450,human-4,True,Pride
07450,human-4,False,Doubt
07450,human-6,True,Pride
07451,human-4,True,Shame
07451,human-6,False,Shame
07451,human-7,False,Sexual Lust
07452,human-1,True,Sadness
07452,human-4,True,Sadness
07452,human-4,False,Elation
07452,human-6,True,Sadness
07453,human-1,True,Affection
07453,human-4,True,Affection
07453,human-6,True,Affection
07453,human-7,True,Bitterness
07454,human-1,True,Interest
07454,human-3,False,Emotional Numbness
07454,human-4,True,Interest
07454,human-6,True,Interest
07455,human-4,False,Infatuation
07455,human-7,True,Disgust
07456,human-1,True,Disgust
07456,human-3,False,Infatuation
07456,human-4,True,Disgust
07456,human-6,True,Disgust
07457,human-1,True,Sourness
07457,human-4,True,Sourness
07457,human-4,False,Malevolence/Malice
07457,human-6,True,Sourness
07458,human-3,False,Amusement
07458,human-4,True,Distress
07458,human-6,False,Distress
07459,human-1,True,Teasing
07459,human-4,True,Teasing
07459,human-5,False,Embarrassment
07459,human-6,True,Teasing
07460,human-1,True,Astonishment/Surprise
07460,human-4,True,Astonishment/Surprise
07460,human-6,True,Astonishment/Surprise
07460,human-7,True,Impatience and Irritability
07461,human-1,True,Hope/Enthusiasm/Optimism
07461,human-4,True,Hope/Enthusiasm/Optimism
07461,human-5,False,Hopelessness
07461,human-6,True,Hope/Enthusiasm/Optimism
07462,human-1,True,Triumph
07462,human-4,True,Triumph
07462,human-5,False,Disappointment
07462,human-6,True,Triumph
07463,human-1,True,Sourness
07463,human-4,True,Sourness
07463,human-6,True,Sourness
07463,human-7,True,Malevolence/Malice
07464,human-4,True,Doubt
07464,human-6,False,Doubt
07464,human-7,False,Pride
07465,human-1,True,Astonishment/Surprise
07465,human-4,True,Astonishment/Surprise
07465,human-5,False,Impatience and Irritability
07465,human-6,True,Astonishment/Surprise
07466,human-1,True,Concentration
07466,human-3,False,Intoxication/Altered States of Consciousness
07466,human-4,True,Concentration
07466,human-6,True,Concentration
07467,human-1,True,Impatience and Irritability
07467,human-4,True,Impatience and Irritability
07467,human-5,True,Astonishment/Surprise
07467,human-6,True,Impatience and Irritability
07468,human-4,False,Teasing
07468,human-7,True,Embarrassment
07469,human-1,True,Pleasure/Ecstasy
07469,human-3,False,Fear
07469,human-4,True,Pleasure/Ecstasy
07469,human-6,True,Pleasure/Ecstasy
07470,human-1,True,Hope/Enthusiasm/Optimism
07470,human-4,True,Hope/Enthusiasm/Optimism
07470,human-5,False,Hopelessness
07470,human-6,True,Hope/Enthusiasm/Optimism
07471,human-1,True,Astonishment/Surprise
07471,human-4,True,Astonishment/Surprise
07471,human-5,False,Impatience and Irritability
07471,human-6,True,Astonishment/Surprise
07472,human-1,True,Pride
07472,human-4,True,Pride
07472,human-6,True,Pride
07472,human-7,False,Doubt
07473,human-3,False,Sourness
07473,human-4,True,Malevolence/Malice
07473,human-6,False,Malevolence/Malice
07474,human-4,True,Awe
07474,human-6,False,Awe
07474,human-7,False,Contempt
07475,human-4,True,Fear
07475,human-6,False,Fear
07475,human-7,False,Pleasure/Ecstasy
07476,human-1,True,Confusion
07476,human-3,False,Contemplation
07476,human-4,True,Confusion
07476,human-6,True,Confusion
07477,human-1,True,Relief
07477,human-4,True,Relief
07477,human-5,False,Pain
07477,human-6,True,Relief
07478,human-1,True,Relief
07478,human-4,True,Relief
07478,human-6,True,Relief
07478,human-7,False,Pain
07479,human-4,True,Embarrassment
07479,human-4,False,Teasing
07479,human-6,False,Embarrassment
07480,human-1,True,Longing
07480,human-4,True,Longing
07480,human-6,True,Longing
07480,human-7,False,Fatigue/Exhaustion
07481,human-1,True,Impatience and Irritability
07481,human-4,True,Impatience and Irritability
07481,human-4,False,Astonishment/Surprise
07481,human-6,True,Impatience and Irritability
07482,human-1,True,Relief
07482,human-4,True,Relief
07482,human-6,True,Relief
07482,human-7,False,Pain
07483,human-1,True,Amusement
07483,human-4,True,Amusement
07483,human-5,False,Distress
07483,human-6,True,Amusement
07484,human-1,True,Pleasure/Ecstasy
07484,human-4,True,Pleasure/Ecstasy
07484,human-4,False,Fear
07484,human-6,True,Pleasure/Ecstasy
07485,human-1,True,Bitterness
07485,human-3,False,Affection
07485,human-4,True,Bitterness
07485,human-6,True,Bitterness
07486,human-4,False,Teasing
07486,human-7,False,Embarrassment
07487,human-3,False,Elation
07487,human-4,True,Sadness
07487,human-6,False,Sadness
07488,human-1,True,Thankfulness/Gratitude
07488,human-4,True,Thankfulness/Gratitude
07488,human-5,False,Jealousy & Envy
07488,human-6,True,Thankfulness/Gratitude
07489,human-4,True,Triumph
07489,human-4,False,Disappointment
07489,human-6,False,Triumph
07490,human-4,False,Pain
07490,human-7,False,Relief
07491,human-1,True,Disappointment
07491,human-4,True,Disappointment
07491,human-5,False,Triumph
07491,human-6,True,Disappointment
07492,human-4,True,Distress
07492,human-6,False,Distress
07492,human-7,False,Amusement
07493,human-1,True,Impatience and Irritability
07493,human-3,False,Astonishment/Surprise
07493,human-4,True,Impatience and Irritability
07493,human-6,True,Impatience and Irritability
07494,human-4,False,Pain
07494,human-4,False,Relief
07495,human-4,True,Doubt
07495,human-4,False,Pride
07495,human-6,False,Doubt
07496,human-4,False,Fatigue/Exhaustion
07496,human-4,True,Longing
07497,human-1,True,Triumph
07497,human-4,True,Triumph
07497,human-5,False,Disappointment
07497,human-6,True,Triumph
07498,human-1,True,Triumph
07498,human-3,False,Disappointment
07498,human-4,True,Triumph
07498,human-6,True,Triumph
07499,human-4,True,Disappointment
07499,human-4,False,Triumph
07499,human-6,False,Disappointment
07500,human-4,False,Pride
07500,human-7,False,Doubt
07501,human-1,True,Elation
07501,human-4,True,Elation
07501,human-6,True,Elation
07501,human-7,False,Sadness
07502,human-3,False,Embarrassment
07502,human-4,False,Teasing
07503,human-1,True,Affection
07503,human-4,True,Affection
07503,human-4,False,Bitterness
07503,human-6,True,Affection
07504,human-3,False,Sourness
07504,human-4,True,Malevolence/Malice
07504,human-6,False,Malevolence/Malice
07505,human-4,True,Bitterness
07505,human-5,False,Affection
07505,human-6,False,Bitterness
07506,human-3,False,Fatigue/Exhaustion
07506,human-4,True,Longing
07506,human-6,False,Longing
07507,human-3,False,Shame
07507,human-4,False,Sexual Lust
07508,human-4,False,Fatigue/Exhaustion
07508,human-7,False,Longing
07509,human-1,True,Relief
07509,human-4,True,Relief
07509,human-4,False,Pain
07509,human-6,True,Relief
07510,human-1,True,Contemplation
07510,human-4,True,Contemplation
07510,human-4,False,Confusion
07510,human-6,True,Contemplation
07511,human-4,True,Longing
07511,human-5,False,Fatigue/Exhaustion
07511,human-6,False,Longing
07512,human-1,True,Awe
07512,human-3,False,Contempt
07512,human-4,True,Awe
07512,human-6,True,Awe
07513,human-1,True,Shame
07513,human-4,True,Shame
07513,human-4,False,Sexual Lust
07513,human-6,True,Shame
07514,human-4,True,Disappointment
07514,human-4,False,Triumph
07514,human-6,False,Disappointment
07515,human-1,True,Elation
07515,human-3,False,Sadness
07515,human-4,True,Elation
07515,human-6,True,Elation
07516,human-1,True,Distress
07516,human-3,False,Amusement
07516,human-4,True,Distress
07516,human-6,True,Distress
07517,human-1,True,Hope/Enthusiasm/Optimism
07517,human-4,True,Hope/Enthusiasm/Optimism
07517,human-4,False,Hopelessness
07517,human-6,True,Hope/Enthusiasm/Optimism
07518,human-3,False,Relief
07518,human-4,False,Pain
07519,human-3,False,Longing
07519,human-4,False,Fatigue/Exhaustion
07520,human-4,True,Interest
07520,human-6,False,Interest
07520,human-7,False,Emotional Numbness
07521,human-1,True,Contempt
07521,human-3,False,Awe
07521,human-4,True,Contempt
07521,human-6,True,Contempt
07522,human-1,True,Contemplation
07522,human-4,True,Contemplation
07522,human-6,True,Contemplation
07522,human-7,False,Confusion
07523,human-4,False,Embarrassment
07523,human-7,False,Teasing
07524,human-1,True,Triumph
07524,human-3,False,Disappointment
07524,human-4,True,Triumph
07524,human-6,True,Triumph
07525,human-3,False,Astonishment/Surprise
07525,human-4,True,Impatience and Irritability
07525,human-6,False,Impatience and Irritability
07526,human-1,True,Hope/Enthusiasm/Optimism
07526,human-4,True,Hope/Enthusiasm/Optimism
07526,human-5,False,Hopelessness
07526,human-6,True,Hope/Enthusiasm/Optimism
07527,human-1,True,Thankfulness/Gratitude
07527,human-4,True,Thankfulness/Gratitude
07527,human-6,True,Thankfulness/Gratitude
07527,human-7,True,Jealousy & Envy
07528,human-1,True,Amusement
07528,human-4,True,Amusement
07528,human-4,False,Distress
07528,human-6,True,Amusement
07529,human-1,True,Amusement
07529,human-3,False,Distress
07529,human-4,True,Amusement
07529,human-6,True,Amusement
07530,human-4,False,Impatience and Irritability
07530,human-5,False,Astonishment/Surprise
07531,human-1,True,Concentration
07531,human-3,False,Intoxication/Altered States of Consciousness
07531,human-4,True,Concentration
07531,human-6,True,Concentration
07532,human-1,True,Impatience and Irritability
07532,human-3,False,Astonishment/Surprise
07532,human-4,True,Impatience and Irritability
07532,human-6,True,Impatience and Irritability
07533,human-1,True,Elation
07533,human-3,False,Sadness
07533,human-4,True,Elation
07533,human-6,True,Elation
07534,human-1,True,Relief
07534,human-4,True,Relief
07534,human-6,True,Relief
07534,human-7,False,Pain
07535,human-3,False,Pride
07535,human-4,True,Doubt
07535,human-6,False,Doubt
07536,human-3,False,Sourness
07536,human-4,True,Malevolence/Malice
07536,human-6,False,Malevolence/Malice
07537,human-1,True,Bitterness
07537,human-4,True,Bitterness
07537,human-6,True,Bitterness
07537,human-7,False,Affection
07538,human-1,True,Teasing
07538,human-4,True,Teasing
07538,human-6,True,Teasing
07538,human-7,False,Embarrassment
07539,human-4,False,Contemplation
07539,human-5,False,Confusion
07540,human-1,True,Awe
07540,human-4,True,Awe
07540,human-6,True,Awe
07540,human-7,False,Contempt
07541,human-1,True,Concentration
07541,human-3,False,Intoxication/Altered States of Consciousness
07541,human-4,True,Concentration
07541,human-6,True,Concentration
07542,human-1,True,Contempt
07542,human-4,True,Contempt
07542,human-4,False,Awe
07542,human-6,True,Contempt
07543,human-1,True,Impatience and Irritability
07543,human-3,False,Astonishment/Surprise
07543,human-4,True,Impatience and Irritability
07543,human-6,True,Impatience and Irritability
07544,human-1,True,Relief
07544,human-4,True,Relief
07544,human-4,False,Pain
07544,human-6,True,Relief
07545,human-3,False,Contemplation
07545,human-4,False,Confusion
07546,human-3,False,Sexual Lust
07546,human-4,True,Shame
07546,human-6,False,Shame
07547,human-3,False,Contemplation
07547,human-4,True,Confusion
07547,human-6,False,Confusion
07548,human-4,False,Fatigue/Exhaustion
07548,human-7,False,Longing
07549,human-3,False,Relief
07549,human-4,False,Pain
07550,human-1,True,Contentment
07550,human-4,True,Contentment
07550,human-6,True,Contentment
07550,human-7,False,Anger
07551,human-1,True,Relief
07551,human-3,False,Pain
07551,human-4,True,Relief
07551,human-6,True,Relief
07552,human-1,True,Relief
07552,human-4,True,Relief
07552,human-5,False,Pain
07552,human-6,True,Relief
07553,human-3,False,Elation
07553,human-4,True,Sadness
07553,human-6,False,Sadness
07554,human-4,False,Disgust
07554,human-5,False,Infatuation
07555,human-1,True,Bitterness
07555,human-3,False,Affection
07555,human-4,True,Bitterness
07555,human-6,True,Bitterness
07556,human-3,False,Astonishment/Surprise
07556,human-4,False,Impatience and Irritability
07557,human-3,False,Concentration
07557,human-4,False,Intoxication/Altered States of Consciousness
07558,human-1,True,Elation
07558,human-3,False,Sadness
07558,human-4,True,Elation
07558,human-6,True,Elation
07559,human-1,True,Disgust
07559,human-4,True,Disgust
07559,human-6,True,Disgust
07559,human-7,False,Infatuation
07560,human-1,True,Hope/Enthusiasm/Optimism
07560,human-4,True,Hope/Enthusiasm/Optimism
07560,human-4,False,Hopelessness
07560,human-6,True,Hope/Enthusiasm/Optimism
07561,human-3,False,Contemplation
07561,human-4,True,Confusion
07561,human-6,False,Confusion
07562,human-1,True,Fear
07562,human-4,True,Fear
07562,human-4,False,Pleasure/Ecstasy
07562,human-6,True,Fear
07563,human-1,True,Relief
07563,human-3,False,Pain
07563,human-4,True,Relief
07563,human-6,True,Relief
07564,human-4,True,Triumph
07564,human-4,False,Disappointment
07564,human-6,False,Triumph
07565,human-3,False,Sourness
07565,human-4,False,Malevolence/Malice
07566,human-3,False,Concentration
07566,human-4,False,Intoxication/Altered States of Consciousness
07567,human-1,True,Elation
07567,human-4,True,Elation
07567,human-5,False,Sadness
07567,human-6,True,Elation
07568,human-1,True,Amusement
07568,human-4,True,Amusement
07568,human-4,False,Distress
07568,human-6,True,Amusement
07569,human-1,True,Amusement
07569,human-4,True,Amusement
07569,human-4,False,Distress
07569,human-6,True,Amusement
07570,human-3,False,Pleasure/Ecstasy
07570,human-4,True,Fear
07570,human-6,False,Fear
07571,human-4,False,Interest
07571,human-7,False,Emotional Numbness
07572,human-3,False,Relief
07572,human-4,False,Pain
07573,human-1,True,Affection
07573,human-4,True,Affection
07573,human-6,True,Affection
07573,human-7,False,Bitterness
07574,human-1,True,Thankfulness/Gratitude
07574,human-4,True,Thankfulness/Gratitude
07574,human-6,True,Thankfulness/Gratitude
07574,human-7,False,Jealousy & Envy
07575,human-1,True,Embarrassment
07575,human-4,True,Embarrassment
07575,human-6,True,Embarrassment
07575,human-7,False,Teasing
07576,human-3,False,Longing
07576,human-4,False,Fatigue/Exhaustion
07577,human-1,True,Triumph
07577,human-3,False,Disappointment
07577,human-4,True,Triumph
07577,human-6,True,Triumph
07578,human-1,True,Triumph
07578,human-3,False,Disappointment
07578,human-4,True,Triumph
07578,human-6,True,Triumph
07579,human-1,True,Pleasure/Ecstasy
07579,human-4,True,Pleasure/Ecstasy
07579,human-4,False,Fear
07579,human-6,True,Pleasure/Ecstasy
07580,human-3,False,Concentration
07580,human-4,False,Intoxication/Altered States of Consciousness
07581,human-4,False,Confusion
07581,human-5,False,Contemplation
07582,human-1,True,Contentment
07582,human-3,False,Anger
07582,human-4,True,Contentment
07582,human-6,True,Contentment
07583,human-1,True,Astonishment/Surprise
07583,human-3,False,Impatience and Irritability
07583,human-4,True,Astonishment/Surprise
07583,human-6,True,Astonishment/Surprise
07584,human-1,True,Contempt
07584,human-4,True,Contempt
07584,human-5,False,Awe
07584,human-6,True,Contempt
07585,human-1,True,Embarrassment
07585,human-4,True,Embarrassment
07585,human-6,True,Embarrassment
07585,human-7,False,Teasing
07586,human-4,False,Pain
07586,human-5,False,Relief
07587,human-3,False,Contentment
07587,human-4,False,Anger
07588,human-4,True,Confusion
07588,human-6,False,Confusion
07588,human-7,False,Contemplation
07589,human-1,True,Pride
07589,human-3,True,Doubt
07589,human-4,True,Pride
07589,human-6,True,Pride
07590,human-1,True,Sourness
07590,human-3,False,Malevolence/Malice
07590,human-4,True,Sourness
07590,human-6,True,Sourness
07591,human-3,False,Elation
07591,human-4,True,Sadness
07591,human-6,False,Sadness
07592,human-1,True,Astonishment/Surprise
07592,human-3,False,Impatience and Irritability
07592,human-4,True,Astonishment/Surprise
07592,human-6,True,Astonishment/Surprise
07593,human-4,False,Shame
07593,human-5,False,Sexual Lust
07594,human-1,True,Concentration
07594,human-3,False,Intoxication/Altered States of Consciousness
07594,human-4,True,Concentration
07594,human-6,True,Concentration
07595,human-4,True,Shame
07595,human-6,False,Shame
07595,human-7,False,Sexual Lust
07596,human-1,True,Emotional Numbness
07596,human-3,False,Interest
07596,human-4,True,Emotional Numbness
07596,human-6,True,Emotional Numbness
07597,human-4,True,Pride
07597,human-4,False,Doubt
07597,human-6,False,Pride
07598,human-1,True,Confusion
07598,human-3,False,Contemplation
07598,human-4,True,Confusion
07598,human-6,True,Confusion
07599,human-1,True,Pleasure/Ecstasy
07599,human-3,False,Fear
07599,human-4,True,Pleasure/Ecstasy
07599,human-6,True,Pleasure/Ecstasy
07600,human-4,True,Concentration
07600,human-6,False,Concentration
07600,human-7,False,Intoxication/Altered States of Consciousness
07601,human-1,True,Jealousy & Envy
07601,human-4,True,Jealousy & Envy
07601,human-6,True,Jealousy & Envy
07601,human-7,False,Thankfulness/Gratitude
07602,human-1,True,Amusement
07602,human-4,True,Amusement
07602,human-4,False,Distress
07602,human-6,True,Amusement
07603,human-1,True,Awe
07603,human-4,True,Awe
07603,human-6,True,Awe
07603,human-7,False,Contempt
07604,human-4,True,Impatience and Irritability
07604,human-4,False,Astonishment/Surprise
07604,human-6,False,Impatience and Irritability
07605,human-3,False,Teasing
07605,human-4,True,Embarrassment
07605,human-6,False,Embarrassment
07606,human-4,False,Longing
07606,human-7,False,Fatigue/Exhaustion
07607,human-3,False,Teasing
07607,human-4,False,Embarrassment
07608,human-4,True,Relief
07608,human-4,False,Pain
07608,human-6,False,Relief
07609,human-1,True,Sourness
07609,human-4,True,Sourness
07609,human-4,False,Malevolence/Malice
07609,human-6,True,Sourness
07610,human-3,False,Sourness
07610,human-4,False,Malevolence/Malice
07611,human-3,False,Teasing
07611,human-4,True,Embarrassment
07611,human-6,False,Embarrassment
07612,human-4,False,Fear
07612,human-5,False,Pleasure/Ecstasy
07613,human-3,False,Amusement
07613,human-4,True,Distress
07613,human-6,False,Distress
07614,human-3,False,Contentment
07614,human-4,True,Anger
07614,human-6,False,Anger
07615,human-3,False,Sourness
07615,human-4,True,Malevolence/Malice
07615,human-6,False,Malevolence/Malice
07616,human-4,True,Emotional Numbness
07616,human-5,False,Interest
07616,human-6,False,Emotional Numbness
07617,human-3,False,Emotional Numbness
07617,human-4,False,Interest
07618,human-4,True,Emotional Numbness
07618,human-5,False,Interest
07618,human-6,False,Emotional Numbness
07619,human-4,False,Emotional Numbness
07619,human-5,False,Interest
07620,human-1,True,Impatience and Irritability
07620,human-4,True,Impatience and Irritability
07620,human-4,False,Astonishment/Surprise
07620,human-6,True,Impatience and Irritability
07621,human-1,True,Pride
07621,human-4,True,Pride
07621,human-6,True,Pride
07621,human-7,False,Doubt
07622,human-3,False,Affection
07622,human-4,False,Bitterness
07623,human-4,True,Interest
07623,human-6,False,Interest
07623,human-7,False,Emotional Numbness
07624,human-1,True,Concentration
07624,human-4,True,Concentration
07624,human-4,False,Intoxication/Altered States of Consciousness
07624,human-6,True,Concentration
07625,human-1,True,Contemplation
07625,human-4,True,Contemplation
07625,human-5,False,Confusion
07625,human-6,True,Contemplation
07626,human-4,False,Longing
07626,human-5,False,Fatigue/Exhaustion
07627,human-3,False,Disgust
07627,human-4,True,Infatuation
07627,human-6,False,Infatuation
07628,human-1,True,Contempt
07628,human-3,False,Awe
07628,human-4,True,Contempt
07628,human-6,True,Contempt
07629,human-4,True,Impatience and Irritability
07629,human-4,False,Astonishment/Surprise
07629,human-6,False,Impatience and Irritability
07630,human-1,True,Pleasure/Ecstasy
07630,human-4,True,Pleasure/Ecstasy
07630,human-6,True,Pleasure/Ecstasy
07630,human-7,False,Fear
07631,human-1,True,Hope/Enthusiasm/Optimism
07631,human-4,True,Hope/Enthusiasm/Optimism
07631,human-4,False,Hopelessness
07631,human-6,True,Hope/Enthusiasm/Optimism
07632,human-4,True,Sourness
07632,human-5,False,Malevolence/Malice
07632,human-6,False,Sourness
07633,human-4,False,Fatigue/Exhaustion
07633,human-5,False,Longing
07634,human-4,False,Relief
07634,human-5,False,Pain
07635,human-4,True,Sourness
07635,human-6,False,Sourness
07635,human-7,True,Malevolence/Malice
07636,human-1,True,Confusion
07636,human-4,True,Confusion
07636,human-5,False,Contemplation
07636,human-6,True,Confusion
07637,human-1,True,Shame
07637,human-3,False,Sexual Lust
07637,human-4,True,Shame
07637,human-6,True,Shame
07638,human-4,False,Pride
07638,human-5,False,Doubt
07639,human-3,False,Disgust
07639,human-4,False,Infatuation
07640,human-3,False,Concentration
07640,human-4,True,Intoxication/Altered States of Consciousness
07640,human-6,False,Intoxication/Altered States of Consciousness
07641,human-4,True,Doubt
07641,human-5,False,Pride
07641,human-6,False,Doubt
07642,human-1,True,Longing
07642,human-3,False,Fatigue/Exhaustion
07642,human-4,True,Longing
07642,human-6,True,Longing
07643,human-1,True,Elation
07643,human-4,True,Elation
07643,human-5,False,Sadness
07643,human-6,True,Elation
07644,human-4,True,Hopelessness
07644,human-5,False,Hope/Enthusiasm/Optimism
07644,human-6,False,Hopelessness
07645,human-1,True,Teasing
07645,human-4,True,Teasing
07645,human-5,False,Embarrassment
07645,human-6,True,Teasing
07646,human-3,False,Embarrassment
07646,human-4,False,Teasing
07647,human-1,True,Longing
07647,human-4,True,Longing
07647,human-6,True,Longing
07647,human-7,False,Fatigue/Exhaustion
07648,human-3,False,Infatuation
07648,human-4,False,Disgust
07649,human-1,True,Contempt
07649,human-4,True,Contempt
07649,human-6,True,Contempt
07649,human-7,False,Awe
07650,human-1,True,Amusement
07650,human-4,True,Amusement
07650,human-6,True,Amusement
07650,human-7,False,Distress
07651,human-4,True,Triumph
07651,human-5,False,Disappointment
07651,human-6,False,Triumph
07652,human-1,True,Contempt
07652,human-3,False,Awe
07652,human-4,True,Contempt
07652,human-6,True,Contempt
07653,human-1,True,Concentration
07653,human-4,True,Concentration
07653,human-5,False,Intoxication/Altered States of Consciousness
07653,human-6,True,Concentration
07654,human-3,False,Affection
07654,human-4,True,Bitterness
07654,human-6,False,Bitterness
07655,human-1,True,Shame
07655,human-4,True,Shame
07655,human-6,True,Shame
07655,human-7,False,Sexual Lust
07656,human-1,True,Affection
07656,human-4,True,Affection
07656,human-6,True,Affection
07656,human-7,False,Bitterness
07657,human-1,True,Teasing
07657,human-3,False,Embarrassment
07657,human-4,True,Teasing
07657,human-6,True,Teasing
07658,human-1,True,Concentration
07658,human-3,False,Intoxication/Altered States of Consciousness
07658,human-4,True,Concentration
07658,human-6,True,Concentration
07659,human-4,True,Disgust
07659,human-6,False,Disgust
07659,human-7,False,Infatuation
07660,human-3,True,Concentration
07660,human-4,False,Intoxication/Altered States of Consciousness
07661,human-1,True,Pain
07661,human-4,True,Pain
07661,human-5,False,Relief
07661,human-6,True,Pain
07662,human-1,True,Hope/Enthusiasm/Optimism
07662,human-3,False,Hopelessness
07662,human-4,True,Hope/Enthusiasm/Optimism
07662,human-6,True,Hope/Enthusiasm/Optimism
07663,human-1,True,Contentment
07663,human-4,True,Contentment
07663,human-5,False,Anger
07663,human-6,True,Contentment
07664,human-4,True,Fear
07664,human-5,False,Pleasure/Ecstasy
07664,human-6,False,Fear
07665,human-4,True,Doubt
07665,human-6,False,Doubt
07665,human-7,False,Pride
07666,human-4,False,Disgust
07666,human-4,False,Infatuation
07667,human-4,False,Impatience and Irritability
07667,human-4,False,Astonishment/Surprise
07668,human-1,True,Disappointment
07668,human-4,True,Disappointment
07668,human-6,True,Disappointment
07668,human-7,True,Triumph
07669,human-3,False,Shame
07669,human-4,False,Sexual Lust
07670,human-1,True,Bitterness
07670,human-4,True,Bitterness
07670,human-5,False,Affection
07670,human-6,True,Bitterness
07671,human-3,False,Relief
07671,human-4,False,Pain
07672,human-4,False,Teasing
07672,human-4,False,Embarrassment
07673,human-4,True,Affection
07673,human-5,False,Bitterness
07673,human-6,False,Affection
07674,human-4,True,Fear
07674,human-4,False,Pleasure/Ecstasy
07674,human-6,False,Fear
07675,human-1,True,Bitterness
07675,human-3,False,Affection
07675,human-4,True,Bitterness
07675,human-6,True,Bitterness
07676,human-1,True,Jealousy & Envy
07676,human-3,False,Thankfulness/Gratitude
07676,human-4,True,Jealousy & Envy
07676,human-6,True,Jealousy & Envy
07677,human-4,True,Distress
07677,human-5,False,Amusement
07677,human-6,False,Distress
07678,human-1,True,Thankfulness/Gratitude
07678,human-4,True,Thankfulness/Gratitude
07678,human-5,False,Jealousy & Envy
07678,human-6,True,Thankfulness/Gratitude
07679,human-1,True,Contemplation
07679,human-4,True,Contemplation
07679,human-5,False,Confusion
07679,human-6,True,Contemplation
07680,human-1,True,Hopelessness
07680,human-4,True,Hopelessness
07680,human-6,True,Hopelessness
07680,human-7,False,Hope/Enthusiasm/Optimism
07681,human-1,True,Bitterness
07681,human-4,True,Bitterness
07681,human-4,False,Affection
07681,human-6,True,Bitterness
07682,human-1,True,Contemplation
07682,human-4,True,Contemplation
07682,human-6,True,Contemplation
07682,human-7,False,Confusion
07683,human-4,False,Pride
07683,human-5,False,Doubt
07684,human-1,True,Concentration
07684,human-3,False,Intoxication/Altered States of Consciousness
07684,human-4,True,Concentration
07684,human-6,True,Concentration
07685,human-3,False,Pleasure/Ecstasy
07685,human-4,True,Fear
07685,human-6,False,Fear
07686,human-4,False,Sexual Lust
07686,human-5,False,Shame
07687,human-4,False,Fatigue/Exhaustion
07687,human-5,False,Longing
07688,human-1,True,Amusement
07688,human-4,True,Amusement
07688,human-6,True,Amusement
07688,human-7,False,Distress
07689,human-1,True,Confusion
07689,human-4,True,Confusion
07689,human-4,False,Contemplation
07689,human-6,True,Confusion
07690,human-1,True,Astonishment/Surprise
07690,human-4,True,Astonishment/Surprise
07690,human-5,False,Impatience and Irritability
07690,human-6,True,Astonishment/Surprise
07691,human-4,False,Fatigue/Exhaustion
07691,human-5,False,Longing
07692,human-4,True,Fear
07692,human-5,False,Pleasure/Ecstasy
07692,human-6,False,Fear
07693,human-1,True,Interest
07693,human-3,False,Emotional Numbness
07693,human-4,True,Interest
07693,human-6,True,Interest
07694,human-4,True,Bitterness
07694,human-4,False,Affection
07694,human-6,False,Bitterness
07695,human-3,False,Contentment
07695,human-4,False,Anger
07696,human-1,True,Contentment
07696,human-4,True,Contentment
07696,human-5,False,Anger
07696,human-6,True,Contentment
07697,human-3,False,Interest
07697,human-4,True,Emotional Numbness
07697,human-6,False,Emotional Numbness
07698,human-1,True,Sourness
07698,human-4,True,Sourness
07698,human-4,False,Malevolence/Malice
07698,human-6,True,Sourness
07699,human-1,True,Astonishment/Surprise
07699,human-4,True,Astonishment/Surprise
07699,human-4,False,Impatience and Irritability
07699,human-6,True,Astonishment/Surprise
07700,human-1,True,Relief
07700,human-3,False,Pain
07700,human-4,True,Relief
07700,human-6,True,Relief
07701,human-1,True,Hope/Enthusiasm/Optimism
07701,human-3,False,Hopelessness
07701,human-4,True,Hope/Enthusiasm/Optimism
07701,human-6,True,Hope/Enthusiasm/Optimism
07702,human-4,False,Pride
07702,human-7,False,Doubt
07703,human-1,True,Pride
07703,human-4,True,Pride
07703,human-5,False,Doubt
07703,human-6,True,Pride
07704,human-1,True,Bitterness
07704,human-4,True,Bitterness
07704,human-4,False,Affection
07704,human-6,True,Bitterness
07705,human-3,False,Pride
07705,human-4,True,Doubt
07705,human-6,False,Doubt
